track_id,culture,audio_path,source_dataset,source_split,source_index,label,title,rights,source_url
2023846_medienarchiv_web_detailansicht_id_180038,germany,audio\2023846_medienarchiv_web_detailansicht_id_180038.mp3,europeana_search,search,0,,Marsch und Volkstänze aus Geseke; Marsch und Volkstänze aus Geseke,http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_180038?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_171913,germany,audio\2023846_medienarchiv_web_detailansicht_id_171913.mp3,europeana_search,search,6,,Wurstsammeln der Gänsereiter am Dienstag; Höntroper Gänsereiten 1966,http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_171913?utm_source=api&utm_medium=api&utm_campaign=api2demo
